graph_id,state_id,split,future_index,future_seed,max_h,first_disconnect_step
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,34,1050176151,7,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,35,1051176154,7,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,36,1052176157,7,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,37,1053176160,7,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,38,1054176163,7,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,39,1055176166,7,5
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,40,1056176169,7,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,41,1057176172,7,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,42,1058176175,7,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,43,1059176178,7,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,44,1060176181,7,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,45,1061176184,7,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,46,1062176187,7,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,47,1063176190,7,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,48,1064176193,7,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,49,1065176196,7,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p3,test,50,1066176199,7,
